before,5,bench_sqrt_f32_4k,0.0036,0.0035,1.023,0.0037,0.0036,1.031,11.2,0.3
after,5,bench_tanh_f32_4k,0.0040,0.0031,1.299,0.0041,0.0032,1.305,565.2,0.3
after,5,bench_sigmoid_f32_4k,0.0040,0.0032,1.259,0.0041,0.0032,1.263,12.9,0.3
after,5,bench_erf_f32_4k,0.0068,0.0052,1.328,0.0070,0.0052,1.334,12.6,0.3
after,5,bench_elu_f32_4k,0.0047,0.0110,0.423,0.0047,0.0111,0.427,12.8,0.3
after,5,bench_leakyrelu_f32_4k,0.0028,0.0026,1.094,0.0029,0.0026,1.104,12.8,0.3
after,5,bench_hardsigmoid_f32_4k,0.0028,0.0025,1.155,0.0029,0.0025,1.163,12.7,0.3
after,5,bench_thresholdedrelu_f32_4k,0.0028,0.0023,1.209,0.0029,0.0024,1.222,12.7,0.3
after,5,bench_selu_f32_4k,0.0049,0.0112,0.441,0.0050,0.0112,0.446,12.7,0.3
after,5,bench_celu_f32_4k,0.0085,0.0190,0.450,0.0119,0.0225,0.529,13.0,0.3
after,5,bench_mish_f32_4k,0.0166,0.0627,0.264,0.0168,0.0634,0.266,12.9,0.4
after,5,bench_log_f32_4k,0.0072,0.0103,0.700,0.0073,0.0103,0.704,12.7,0.3
after,5,bench_sqrt_f32_4k,0.0034,0.0036,0.936,0.0034,0.0036,0.945,12.9,0.3
